PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
EIF2AK2	ProteinReference	E2AK2_HUMAN	uniprot:P19525	hgnc.symbol:EIF2AK2;ncbigene:5610
TNFRSF10B	ProteinReference	TR10B_HUMAN	uniprot:O14763	hgnc.symbol:TNFRSF10B;ncbigene:8795
TNFRSF10A	ProteinReference	TR10A_HUMAN	uniprot:O00220	hgnc.symbol:TNFRSF10A;ncbigene:8797
HSPA2	ProteinReference	HSP72_HUMAN	uniprot:P54652	hgnc.symbol:HSPA2;ncbigene:3306
EIF2S1	ProteinReference	IF2A_HUMAN	uniprot:P05198	hgnc.symbol:EIF2S1;ncbigene:1965
IGF2R	ProteinReference	MPRI_HUMAN	uniprot:P11717	hgnc.symbol:IGF2R;ncbigene:3482
NFKB1	ProteinReference	NFKB1_HUMAN	uniprot:P19838	hgnc.symbol:NFKB1;ncbigene:4790
TNFRSF10D	ProteinReference	TR10D_HUMAN	uniprot:Q9UBN6	hgnc.symbol:TNFRSF10D;ncbigene:8793
NFKB2	ProteinReference	NFKB2_HUMAN	uniprot:Q00653	hgnc.symbol:NFKB2;ncbigene:4791
NFKBIA	ProteinReference	IKBA_HUMAN	uniprot:P25963	hgnc.symbol:NFKBIA;ncbigene:4792
BCL2	ProteinReference	BCL2_HUMAN	uniprot:P10415	hgnc.symbol:BCL2;ncbigene:596
REL	ProteinReference	REL_HUMAN	uniprot:Q04864	hgnc.symbol:REL;ncbigene:5966
CYCS	ProteinReference	CYC_HUMAN	uniprot:P99999	hgnc.symbol:CYCS;ncbigene:54205
MAP3K14	ProteinReference	M3K14_HUMAN	uniprot:Q99558	hgnc.symbol:MAP3K14;ncbigene:9020
BCL2L2	ProteinReference	B2CL2_HUMAN	uniprot:Q92843	hgnc.symbol:BCL2L2;hgnc.symbol:BCL2L2-PABPN1;ncbigene:599
BCL2L1	ProteinReference	B2CL1_HUMAN	uniprot:Q07817	hgnc.symbol:BCL2L1;ncbigene:598
TRADD	ProteinReference	TRADD_HUMAN	uniprot:Q15628	hgnc.symbol:TRADD;ncbigene:8717
PIK3CD	ProteinReference	PK3CD_HUMAN	uniprot:O00329	hgnc.symbol:PIK3CD;ncbigene:5293
FASLG	ProteinReference	TNFL6_HUMAN	uniprot:P48023	hgnc.symbol:FASLG;ncbigene:356
PIK3CB	ProteinReference	PK3CB_HUMAN	uniprot:P42338	hgnc.symbol:PIK3CB;ncbigene:5291
PIK3CG	ProteinReference	PK3CG_HUMAN	uniprot:P48736	hgnc.symbol:PIK3CG;ncbigene:5294
CASP9	ProteinReference	CASP9_HUMAN	uniprot:P55211	hgnc.symbol:CASP9;ncbigene:842
IKBKB	ProteinReference	IKKB_HUMAN	uniprot:O14920	hgnc.symbol:IKBKB;ncbigene:3551
CASP7	ProteinReference	CASP7_HUMAN	uniprot:P55210	hgnc.symbol:CASP7;ncbigene:840
CASP8	ProteinReference	CASP8_HUMAN	uniprot:Q14790	hgnc.symbol:CASP8;ncbigene:841
AIFM1	ProteinReference	AIFM1_HUMAN	uniprot:O95831	hgnc.symbol:AIFM1;ncbigene:9131
CASP10	ProteinReference	CASPA_HUMAN	uniprot:Q92851	hgnc.symbol:CASP10;ncbigene:843
CASP3	ProteinReference	CASP3_HUMAN	uniprot:P42574	hgnc.symbol:CASP3;ncbigene:836
BOK	ProteinReference	BOK_HUMAN	uniprot:Q9UMX3	hgnc.symbol:BOK;ncbigene:666
MAP4K2	ProteinReference	M4K2_HUMAN	uniprot:Q12851	hgnc.symbol:MAP4K2;ncbigene:5871
CHUK	ProteinReference	IKKA_HUMAN	uniprot:O15111	hgnc.symbol:CHUK;ncbigene:1147
APAF1	ProteinReference	APAF_HUMAN	uniprot:O14727	hgnc.symbol:APAF1;ncbigene:317
TRAF2	ProteinReference	TRAF2_HUMAN	uniprot:Q12933	hgnc.symbol:TRAF2;ncbigene:7186
FOS	ProteinReference	FOS_HUMAN	uniprot:P01100	hgnc.symbol:FOS;ncbigene:2353
TNFRSF1B	ProteinReference	TNR1B_HUMAN	uniprot:P20333	hgnc.symbol:TNFRSF1B;ncbigene:7133
TNFRSF1A	ProteinReference	TNR1A_HUMAN	uniprot:P19438	hgnc.symbol:TNFRSF1A;ncbigene:7132
PIK3CA	ProteinReference	PK3CA_HUMAN	uniprot:P42336	hgnc.symbol:PIK3CA;ncbigene:5290
LTA	ProteinReference	TNFB_HUMAN	uniprot:P01374	hgnc.symbol:LTA;ncbigene:4049
TMBIM6	ProteinReference	BI1_HUMAN	uniprot:P55061	hgnc.symbol:TMBIM6;ncbigene:7009
LTB	ProteinReference	TNFC_HUMAN	uniprot:Q06643	hgnc.symbol:LTB;ncbigene:4050
BIRC2	ProteinReference	BIRC2_HUMAN	uniprot:Q13490	hgnc.symbol:BIRC2;ncbigene:329
JDP2	ProteinReference	JDP2_HUMAN	uniprot:Q8WYK2	hgnc.symbol:JDP2;ncbigene:122953
BIRC3	ProteinReference	BIRC3_HUMAN	uniprot:Q13489	hgnc.symbol:BIRC3;ncbigene:330
ATF6B	ProteinReference	ATF6B_HUMAN	uniprot:Q99941	hgnc.symbol:ATF6B;ncbigene:1388
XIAP	ProteinReference	XIAP_HUMAN	uniprot:P98170	hgnc.symbol:XIAP;ncbigene:331
RELA	ProteinReference	TF65_HUMAN	uniprot:Q04206	hgnc.symbol:RELA;ncbigene:5970
RELB	ProteinReference	RELB_HUMAN	uniprot:Q01201	hgnc.symbol:RELB;ncbigene:5971
MAPK9	ProteinReference	MK09_HUMAN	uniprot:P45984	hgnc.symbol:MAPK9;ncbigene:5601
MAPK8	ProteinReference	MK08_HUMAN	uniprot:P45983	hgnc.symbol:MAPK8;ncbigene:5599
MAPK1	ProteinReference	MK01_HUMAN	uniprot:P28482	hgnc.symbol:MAPK1;ncbigene:5594
BAK1	ProteinReference	BAK_HUMAN	uniprot:Q16611	hgnc.symbol:BAK1;ncbigene:578
BCL2L2-PABPN1	ProteinReference	B2CL2_HUMAN	uniprot:Q92843	hgnc.symbol:BCL2L2;hgnc.symbol:BCL2L2-PABPN1;ncbigene:599
MAP4K3	ProteinReference	M4K3_HUMAN	uniprot:Q8IVH8	hgnc.symbol:MAP4K3;ncbigene:8491
MAPK3	ProteinReference	MK03_HUMAN	uniprot:P27361	hgnc.symbol:MAPK3;ncbigene:5595
MAP4K4	ProteinReference	M4K4_HUMAN	uniprot:O95819	hgnc.symbol:MAP4K4;ncbigene:9448
MAP3K1	ProteinReference	M3K1_HUMAN	uniprot:Q13233	hgnc.symbol:MAP3K1;ncbigene:4214
HSPA1L	ProteinReference	HS71L_HUMAN	uniprot:P34931	hgnc.symbol:HSPA1L;ncbigene:3305
BIK	ProteinReference	BIK_HUMAN	uniprot:Q13323	hgnc.symbol:BIK;ncbigene:638
GZMB	ProteinReference	GRAB_HUMAN	uniprot:P10144	hgnc.symbol:GZMB;ncbigene:3002
CFLAR	ProteinReference	CFLAR_HUMAN	uniprot:O15519	hgnc.symbol:CFLAR;ncbigene:8837
GZMH	ProteinReference	GRAH_HUMAN	uniprot:P20718	hgnc.symbol:GZMH;ncbigene:2999
MAPK10	ProteinReference	MK10_HUMAN	uniprot:P53779	hgnc.symbol:MAPK10;ncbigene:5602
PRKRA	ProteinReference	PRKRA_HUMAN	uniprot:O75569	hgnc.symbol:PRKRA;ncbigene:8575
BAX	ProteinReference	BAX_HUMAN	uniprot:Q07812	hgnc.symbol:BAX;ncbigene:581
FAS	ProteinReference	TNR6_HUMAN	uniprot:P25445	hgnc.symbol:FAS;ncbigene:355
HSPA1B	ProteinReference	HS71B_HUMAN	uniprot:P0DMV9	hgnc.symbol:HSPA1B;ncbigene:3303;ncbigene:3304
HSPA1A	ProteinReference	HS71A_HUMAN	uniprot:P0DMV8	hgnc.symbol:HSPA1A;ncbigene:3303;ncbigene:3304
