PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
PPP2R5B	in-complex-with	SIAH1	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5B	in-complex-with	SIAH2	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5B	in-complex-with	TBL1XR1	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5B	in-complex-with	TBL1X	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5B	in-complex-with	TBL1Y	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5C	in-complex-with	SIAH1	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5C	in-complex-with	SIAH2	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5C	in-complex-with	TBL1XR1	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5C	in-complex-with	TBL1X	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5C	in-complex-with	TBL1Y	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5D	in-complex-with	SIAH1	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5D	in-complex-with	SIAH2	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5D	in-complex-with	TBL1XR1	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5D	in-complex-with	TBL1X	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5D	in-complex-with	TBL1Y	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5E	in-complex-with	SIAH1	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5E	in-complex-with	SIAH2	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5E	in-complex-with	TBL1XR1	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5E	in-complex-with	TBL1X	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP2R5E	in-complex-with	TBL1Y	PANTHER		Wnt signaling pathway	panther:_Complex__Adenomatous_Polyposis_Coli_Beta_Catenin__Siah_1_Ebi__Axin_PP2A__s275_a579_;panther:_Complex__Adenomatous_Polyposis_Coli_Axin__PP2A_Beta_Catenin__Siah_1_Ebi__s159_a368_
PPP3CA	controls-phosphorylation-of	NFATC1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CA	controls-state-change-of	NFATC1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CA	controls-phosphorylation-of	NFATC2	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CA	controls-state-change-of	NFATC2	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CA	controls-phosphorylation-of	NFATC3	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CA	controls-state-change-of	NFATC3	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CA	controls-phosphorylation-of	NFATC4	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CA	controls-state-change-of	NFATC4	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CB	controls-phosphorylation-of	NFATC1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CB	controls-state-change-of	NFATC1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CB	controls-phosphorylation-of	NFATC2	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CB	controls-state-change-of	NFATC2	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CB	controls-phosphorylation-of	NFATC3	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CB	controls-state-change-of	NFATC3	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CB	controls-phosphorylation-of	NFATC4	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CB	controls-state-change-of	NFATC4	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CC	controls-phosphorylation-of	NFATC1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CC	controls-state-change-of	NFATC1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CC	controls-phosphorylation-of	NFATC2	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CC	controls-state-change-of	NFATC2	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CC	controls-phosphorylation-of	NFATC3	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CC	controls-state-change-of	NFATC3	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CC	controls-phosphorylation-of	NFATC4	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3CC	controls-state-change-of	NFATC4	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R1	controls-phosphorylation-of	NFATC1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R1	controls-state-change-of	NFATC1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R1	controls-phosphorylation-of	NFATC2	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R1	controls-state-change-of	NFATC2	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R1	controls-phosphorylation-of	NFATC3	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R1	controls-state-change-of	NFATC3	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R1	controls-phosphorylation-of	NFATC4	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R1	controls-state-change-of	NFATC4	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R2	controls-phosphorylation-of	NFATC1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R2	controls-state-change-of	NFATC1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R2	controls-phosphorylation-of	NFATC2	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R2	controls-state-change-of	NFATC2	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R2	controls-phosphorylation-of	NFATC3	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R2	controls-state-change-of	NFATC3	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R2	controls-phosphorylation-of	NFATC4	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PPP3R2	controls-state-change-of	NFATC4	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__NFAT-RIGHT__Pi-_NFAT-_r80;panther:_CATALYSIS___Calcineurin_r80m1_r80
PYGO1	in-complex-with	SMAD1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMAD4	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMAD5	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCA1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCA2	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCA4	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCA5	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCAL1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCB1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCC1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCC2	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCD1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCD2	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCD3	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SMARCE1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	SRCAP	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	TCF7L1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO1	in-complex-with	TCF7L2	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMAD1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMAD4	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMAD5	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCA1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCA2	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCA4	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCA5	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCAL1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCB1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCC1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCC2	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCD1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCD2	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCD3	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SMARCE1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	SRCAP	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	TCF7L1	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
PYGO2	in-complex-with	TCF7L2	PANTHER		Wnt signaling pathway	panther:_Complex__Bcl9_Beta_Catenin__TCF_Smad4__Pygo__s183_a421_;panther:_Complex__Bcl9_Pygo__Beta_Catenin_SWI__SNF_CBP__TCF_Smad4__s194_a448_;panther:_Complex__Beta_Catenin_TCF__Smad4_Bcl9__Pygo_SWI__SNF__s188_a435_
SAG	controls-state-change-of	CSNK1A1L	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__Casein_Kinase_1-RIGHT__Casein_Kinase_1-_re65;panther:_INHIBITION___Complex__Dishevelled_Beta_Arrestin__Frodo_Casein_Kinase_2__re65m1_re65
SAG	controls-state-change-of	CSNK1A1	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__Casein_Kinase_1-RIGHT__Casein_Kinase_1-_re65;panther:_INHIBITION___Complex__Dishevelled_Beta_Arrestin__Frodo_Casein_Kinase_2__re65m1_re65
SAG	controls-state-change-of	CSNK1D	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__Casein_Kinase_1-RIGHT__Casein_Kinase_1-_re65;panther:_INHIBITION___Complex__Dishevelled_Beta_Arrestin__Frodo_Casein_Kinase_2__re65m1_re65
SAG	controls-state-change-of	CSNK1E	PANTHER		Wnt signaling pathway	panther:STATE_TRANSITION_LEFT__Casein_Kinase_1-RIGHT__Casein_Kinase_1-_re65;panther:_INHIBITION___Complex__Dishevelled_Beta_Arrestin__Frodo_Casein_Kinase_2__re65m1_re65
